s,type,g
http://dbpedia.org/resource/Agram_2000,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ken_Robinson_(educationalist)__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Yolanda_Andrade,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Trustworthy_computing,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/CSM_Râmnicu_Vâlcea__Călin_Cristea__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2016–17_Esteghlal_F.C._season__Jaber_Ansari__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gilbert_Ovens__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#Dee_Brown,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
"http://dbpedia.org/resource/Aliabad,_Abdanan",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/The_New_Moon_(1919_film),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Thomas_Oppenheimer,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-300189580,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Calamochrous_fulvitinctalis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Visan_Yonjan,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kondadeniya,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Yellow_Pine,_Idaho",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Henry_Hornblower,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Cabela's_GrandSlam_Hunting:_North_American_29,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#KolAirport,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
http://dbpedia.org/resource/Guano_Apes,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rodolfo_Acquaviva,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Janet_Jackson_(album),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Take_It_from_Me_(film),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Dada_(1979_film),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#plotting,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
"http://dbpedia.org/resource/Belleville,_New_York",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Vladimir_Sveshnikov,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q21979839,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
http://dbpedia.org/resource/Responsive_web_design,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Thomas_Epp,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Byards_Leap,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/CS_Oşorhei__Cosmin_Hava__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jozef_Weber__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Lyon_Cohen,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Savio_Medeira__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Moving_Right_Along,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Refugium_Range,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/property/indianaStateHouseOfRepresentatives,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://dbpedia.org
#WN30-102881906,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/David_Wallin,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Malcolm_Battye,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Abraxas_taiwanensis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Robert_T._Monagan__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ahmed_Salah_Hosny__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Roberto_Antonelli__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Football_at_the_1982_Asian_Games,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/King_An_of_Zhou,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Conspiracies_(video_game),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kate_Brophy_McGee__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tyler_Hines__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q17148251,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
#James_OMcKinsey,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
http://dbpedia.org/resource/Verdes_FC__Darroll_Lambey__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/property/nocerts,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://dbpedia.org
http://dbpedia.org/resource/Tony_Barron,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Labdia_selenopsis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tracy-sur-Mer,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Dave_Massart__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Robert_Swendsen,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kentucky_Route_358,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Georg_Keßler__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Salvatore_Aronica__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Shirley_(Danish_singer),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Mercury_Milan__2010__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/1969_Toledo_Rockets_football_team,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Davorlim,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Iultinsky_District,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gerda_Nicolson__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Daryl_Burgess__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Panuwat_Failai,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/William_W._Fife,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q4163561,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
http://dbpedia.org/resource/Lejeanne_Marais,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/The_Caddy_(Seinfeld),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2015–16_FC_Kuban_Krasnodar_season__Nikita_Khaikin__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Pessoulens,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kerry_Bagshaw,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kamil_Čontofalský__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Grassroot_Institute__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/John_Noble_Goodwin__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Karachi_Port_Trust_Halt_railway_station,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-115100479,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/2003–04_Charlton_Athletic_F.C._season__Jamal_Campbell-Ryce__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jhoao_Ward__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-scam_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Dendrocalamus_strictus,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Réginal_Goreux__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kallie_Flynn_Childress__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Marcos_García_Barreno__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Park_Won-jae__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2004_MLS_All-Star_Game__Chris_Klein__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/1997–98_Oxford_United_F.C._season__Mickey_Lewis__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/3174_Alcock,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Avis_Rent_a_Car,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Keane_of_Kalgoorlie__Keane_of_Kalgoorlie__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#Jean_Claude_Marie_VincentDeGournay,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
http://dbpedia.org/resource/Shea_Salinas__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tom_Kimber,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Uroš_Mirković_(footballer)__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Pablo_Vitti__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Premier_Manager,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/John_Ventimiglia__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Taman_Tun_Dr_Ismail,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-green_bristlegrass_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Mark_Guthrie,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Erik_Rico,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jamie_Dolan__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/AM_PM_(Endorphin_album),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30Word-matricaria_oreades,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Rathkeale_College,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Fresneda_de_la_Sierra_Tirón,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gaston_Green,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Andy_Piercy_(baseball),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Thabazimbi,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Lana_Trotovšek,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Vivaaha_Bhojanambu__Vivaaha_Bhojanambu__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Fredd_Wayne,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Karin_Muller,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Redditch_railway_station,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Cuevas_de_San_Marcos,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Franz_Weselik__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Alberto_Cruz_(soccer)__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ōtawara,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/The_Enemies_of_Books,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Nelson_Sebastián_Maz__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/USS_Preserver_(ARS-8),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Robert_S._Shaw,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-302448437,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Dirk_Orlishausen__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Solomon_Jones_(basketball)__9,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#Monaco,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
http://dbpedia.org/resource/Pizzicato_Five_Remixis_2000,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jon_Pineda,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Guillermo_Giacomazzi__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Aplysiopsis_toyamana,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Krishna_Chandra_Panigrahi,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/William_Rarita,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Lillemor_Rachlew,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-reversal_NN_8,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/1926_French_Grand_Prix,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kennis_Music,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-four-in-hand_NN_2,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/2012–13_SV_Darmstadt_98_season__Kacper_Tatara__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q22314683,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
http://dbpedia.org/resource/Pseudochazara_orestes,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Stuart_Ambrose,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/David_Johnston_(politician)__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gymnoscelis_argyropasta,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Carleton_B._Joeckel__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rkhunter,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Fabinho_Mauá__13,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ydes,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Elton_Aparecido_de_Souza__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/KNTI,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Oscar_Brevi__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/ontology/Sea,http://www.w3.org/2002/07/owl#Class,http://dbpedia.org
http://dbpedia.org/resource/Sudarshan_Agarwal,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/HMS_Amphitrite_(1778),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Michail_L._Surguchev,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Modafinil,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ytterbium(III)_sulfate,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2007–08_FK_Partizan_season__Lamine_Diarra__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Antonio_Rizzolo__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Fab_(magazine),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Andreas_Ibertsberger__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Charles,_Count_of_Valois",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Archive_Alive,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Begonia_roxburghii,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/J._Michael_Luttig,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kshatriya_(film),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/USS_Kineo_(1861),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30Word-hottentot_bread,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
